,sending_celltype,receiving_celltype,interaction_score,ligand,receptor,interaction_name
249,AT2_non_expanding,AT2_expanding,0.029917733565184925,Slc1a3,Grm3,Slc1a3::Grm3
250,myCAF_expanding,cancer_non_expanding,0.029761401073077065,Lama2,Itga9,Lama2::Itga9
251,Mesothelial_expanding,cancer_expanding,0.02966378371895476,Thbs2,Itgav,Thbs2::Itgav
252,Ciliated cell_expanding,Club cell_expanding,0.02952237021042956,Aldh1a1,Rarb,Aldh1a1::Rarb
253,AT2_expanding,cancer_expanding,0.029424546127501117,Col4a3,Itga11,Col4a3::Itga11
254,Mac_non_expanding,cancer_non_expanding,0.029393897269595595,Lipa,Rora,Lipa::Rora
255,iCAF_expanding,cancer_expanding,0.029249121335537937,Lama2,Itgb1,Lama2::Itgb1
256,Mesothelial_non_expanding,cancer_non_expanding,0.029225591809837633,Col1a1,Itgb1,Col1a1::Itgb1
257,Mesothelial_expanding,cancer_expanding,0.02903613095736878,Col1a1,Itgav,Col1a1::Itgav
258,cancer_non_expanding,AT2_expanding,0.02903253476352479,Icam1,Itgb2l,Icam1::Itgb2l
259,cancer_non_expanding,cancer_non_expanding,0.02880250877203787,Lamc2,Itga2,Lamc2::Itga2
260,myCAF_expanding,cancer_expanding,0.028757440788430965,Lama2,Itga6,Lama2::Itga6
261,cancer_expanding,MonoMac_expanding,0.0286878070000462,Spp1,Itgb5,Spp1::Itgb5
262,myCAF_expanding,AT2_non_expanding,0.0286404293530561,Lama2,Itga9,Lama2::Itga9
263,Endothelial_non_expanding,cancer_non_expanding,0.028559743764722274,Vwf,Itgav,Vwf::Itgav
264,Mac_expanding,AT2_expanding,0.028433702294686898,Entpd1,Adora2b,Entpd1::Adora2b
265,cancer_non_expanding,cancer_non_expanding,0.028425101047111778,Col4a2,Itga2,Col4a2::Itga2
266,iCAF_non_expanding,AT2_non_expanding,0.028385285691030646,Lama4,Itga9,Lama4::Itga9
267,cancer_non_expanding,AT2_non_expanding,0.028339351551052723,Col4a5,Itga9,Col4a5::Itga9
268,cancer_non_expanding,Mac_non_expanding,0.028326419306009893,Col4a2,Itga9,Col4a2::Itga9
269,cancer_non_expanding,cancer_non_expanding,0.028151260278433468,Sema4a,Plxna2,Sema4a::Plxna2
270,cancer_non_expanding,AT2_non_expanding,0.028081075483998505,Lamb3,Itga9,Lamb3::Itga9
271,AT2_non_expanding,Mac_non_expanding,0.028070064725321,Entpd1,Adora1,Entpd1::Adora1
272,AT2_expanding,AT2_non_expanding,0.027979705081757407,Col4a1,Itga9,Col4a1::Itga9
273,Mesothelial_expanding,Mesothelial_expanding,0.027839045690312123,Tenm3,Adgrl1,Tenm3::Adgrl1
274,AT2_expanding,cancer_non_expanding,0.02781714546884277,Col4a4,Itga9,Col4a4::Itga9
275,Endothelial_expanding,myCAF_expanding,0.02781204893426889,Lama1,Itga1,Lama1::Itga1
276,Mesothelial_expanding,cancer_expanding,0.027765613304019117,Col1a1,Sdc1,Col1a1::Sdc1
277,myCAF_non_expanding,AT2_expanding,0.02774194948490086,Col6a3,Itga9,Col6a3::Itga9
278,cancer_non_expanding,Mac_non_expanding,0.027537582789506496,Lamc2,Itga9,Lamc2::Itga9
279,AT2_expanding,Mac_non_expanding,0.027242022195863563,Col6a2,Itgav,Col6a2::Itgav
280,Alveolar Macrophage_non_expanding,cancer_non_expanding,0.027221964527688453,Il18,Il18r1,Il18::Il18r1
281,cancer_non_expanding,Pericyte_expanding,0.026760837114839706,Col4a1,Gp6,Col4a1::Gp6
282,Mesothelial_non_expanding,cancer_non_expanding,0.026693596626800667,Col1a2,Itga2,Col1a2::Itga2
283,Mesothelial_expanding,Mac_expanding,0.026572720213938347,Mmp2,Itgav,Mmp2::Itgav
284,myCAF_expanding,Mesothelial_expanding,0.026530401822301698,Col1a1,Itgb8,Col1a1::Itgb8
285,Mesothelial_expanding,iCAF_non_expanding,0.0263459921245787,Tenm3,Adgrl3,Tenm3::Adgrl3
286,cancer_non_expanding,cancer_non_expanding,0.026034430895707995,Sema3c,Plxna4,Sema3c::Plxna4
287,AT2_non_expanding,cancer_non_expanding,0.02601740099364274,Col4a1,Itga9,Col4a1::Itga9
288,myCAF_expanding,AT2_non_expanding,0.025995112897858216,Col1a1,Itga9,Col1a1::Itga9
289,Endothelial_expanding,iCAF_expanding,0.025952537589730144,Lama1,Itgb8,Lama1::Itgb8
290,cancer_non_expanding,Mac_non_expanding,0.025914629773014702,Gas6,Mertk,Gas6::Mertk
291,cancer_expanding,cancer_non_expanding,0.02570798152652673,Spp1,Itga9,Spp1::Itga9
292,cancer_non_expanding,AT2_non_expanding,0.025703028696413718,Gls,Grm3,Gls::Grm3
293,myCAF_non_expanding,cancer_expanding,0.025667455066074023,Lama4,Cd44,Lama4::Cd44
294,Mesothelial_expanding,cancer_expanding,0.025591961004817424,Thbs2,Sdc1,Thbs2::Sdc1
295,Mesothelial_non_expanding,cancer_expanding,0.025520294585047645,Col1a2,Itgav,Col1a2::Itgav
296,iCAF_expanding,myCAF_expanding,0.025515043025437664,Slit2,Robo1,Slit2::Robo1
297,cancer_expanding,myCAF_expanding,0.025454640335370236,Spp1,Itgb5,Spp1::Itgb5
298,cancer_non_expanding,iCAF_expanding,0.025386555858410362,Gls,Gria3,Gls::Gria3
299,Endothelial_expanding,cancer_expanding,0.025370457340350722,Vwf,Itgav,Vwf::Itgav
300,cancer_non_expanding,Mac_expanding,0.02533963293644406,Il34,Csf1r,Il34::Csf1r
301,cancer_expanding,Mac_expanding,0.025250566624568448,Bmp7,Acvr2a,Bmp7::Acvr2a
302,iCAF_expanding,cancer_non_expanding,0.02512027554138066,Lama2,Itga2,Lama2::Itga2
303,cancer_non_expanding,AT2_non_expanding,0.025041748936919836,Sema3c,Plxna2,Sema3c::Plxna2
304,AT2_non_expanding,cancer_non_expanding,0.02475937033635139,Sema3c,Plxna2,Sema3c::Plxna2
305,AT2_expanding,Mac_expanding,0.024756138801660048,Col4a3,Itga9,Col4a3::Itga9
306,cancer_expanding,cancer_expanding,0.02474394357463602,Spp1,Itgb5,Spp1::Itgb5
307,AT2_non_expanding,AT2_expanding,0.024684851856147758,Col4a4,Itga9,Col4a4::Itga9
308,Alveolar Macrophage_non_expanding,cancer_non_expanding,0.02464573196568838,Lipa,Rora,Lipa::Rora
309,Mesothelial_non_expanding,cancer_expanding,0.024594328168534373,Tenm3,Adgrl1,Tenm3::Adgrl1
310,Mac_expanding,AT2_expanding,0.024572364535127376,Icam1,Itgb2l,Icam1::Itgb2l
311,AT2_expanding,Mac_non_expanding,0.024554547636203482,Col4a3,Itgav,Col4a3::Itgav
312,iCAF_expanding,cancer_expanding,0.02432076875704143,Lama2,Cd44,Lama2::Cd44
313,Mesothelial_non_expanding,myCAF_expanding,0.024050754934140432,Ncam1,Fgfr1,Ncam1::Fgfr1
314,AT2_expanding,cancer_non_expanding,0.02398598922970015,Col4a3,Itga2,Col4a3::Itga2
315,AT2_non_expanding,myCAF_expanding,0.0239588324207197,Col4a3,Itga1,Col4a3::Itga1
316,Alveolar Macrophage_expanding,Mac_expanding,0.02380804596786551,Tg,Thrb,Tg::Thrb
317,Mesothelial_expanding,myCAF_expanding,0.02367546483362494,Tenm3,Adgrl3,Tenm3::Adgrl3
318,Ciliated cell_non_expanding,Alveolar Macrophage_non_expanding,0.02324117125178799,Il5,Csf2rb,Il5::Csf2rb
319,AT2_expanding,AT2_expanding,0.023219916387504234,Gls,Grm3,Gls::Grm3
320,Mesothelial_expanding,myCAF_expanding,0.023110627302463046,Col1a1,Itgb8,Col1a1::Itgb8
321,AT2_expanding,cancer_non_expanding,0.022974114435783437,Col6a2,Itga2,Col6a2::Itga2
322,cancer_non_expanding,Mac_non_expanding,0.022957315436072316,Lama5,Itga9,Lama5::Itga9
323,cancer_expanding,cancer_non_expanding,0.022948428352796098,Mif,Cd74,Mif::Cd74
324,Mesothelial_expanding,Mac_expanding,0.022816982326266475,Col1a1,Itga9,Col1a1::Itga9
325,Mesothelial_non_expanding,cancer_non_expanding,0.022801306479487388,Col1a2,Itgb1,Col1a2::Itgb1
326,cancer_non_expanding,cancer_non_expanding,0.022680799811878184,Cdh1,Itga2,Cdh1::Itga2
327,AT2_expanding,myCAF_expanding,0.022604009705337023,Col6a2,Itga1,Col6a2::Itga1
328,myCAF_expanding,cancer_expanding,0.02258983330437508,Col6a3,Itga11,Col6a3::Itga11
329,cancer_non_expanding,AT2_non_expanding,0.02257636518269974,Lama3,Itga9,Lama3::Itga9
330,cancer_non_expanding,myCAF_non_expanding,0.022535352562252395,Lama5,Itga1,Lama5::Itga1
331,Mac_expanding,AT2_expanding,0.022526803697556774,Col4a3,Itga9,Col4a3::Itga9
332,cancer_non_expanding,AT2_expanding,0.02248636165478604,Lamc2,Itga9,Lamc2::Itga9
333,cancer_non_expanding,Mesothelial_expanding,0.02242474525537142,Ptges,Ptger3,Ptges::Ptger3
334,cancer_non_expanding,AT2_expanding,0.022370401290985692,Slc1a1,Grm3,Slc1a1::Grm3
335,AT2_non_expanding,Alveolar Macrophage_non_expanding,0.022328935036494593,Slc18a2,Htr2c,Slc18a2::Htr2c
336,cancer_expanding,cancer_expanding,0.022242006387986638,Mif,Cd44,Mif::Cd44
337,Mesothelial_expanding,Mesothelial_expanding,0.022172546308529262,Slc6a6,Gabrb3,Slc6a6::Gabrb3
338,Endothelial_non_expanding,cancer_non_expanding,0.02206492636115603,Lama1,Itga9,Lama1::Itga9
339,AT2_non_expanding,Mac_expanding,0.022039585075150796,Entpd1,Adora1,Entpd1::Adora1
340,cancer_non_expanding,cancer_non_expanding,0.021997571770230952,Lama5,Itga2,Lama5::Itga2
341,Mesothelial_non_expanding,myCAF_non_expanding,0.021937498474178085,Tenm3,Adgrl3,Tenm3::Adgrl3
342,Mac_non_expanding,AT2_non_expanding,0.02183991804814103,Col4a3,Itga9,Col4a3::Itga9
343,Endothelial_expanding,cancer_non_expanding,0.021804972316152253,Lama1,Itga9,Lama1::Itga9
344,Ciliated cell_expanding,cancer_expanding,0.021662315927484375,Aldh1a1,Rorb,Aldh1a1::Rorb
345,Mesothelial_non_expanding,cancer_non_expanding,0.02166082389831309,Col1a2,Itgav,Col1a2::Itgav
346,Endothelial_expanding,cancer_expanding,0.021345436209327304,Lama1,Itga3,Lama1::Itga3
347,iCAF_expanding,AT2_expanding,0.021341767252727947,Lama2,Itga9,Lama2::Itga9
348,cancer_non_expanding,AT2_non_expanding,0.02129566996037984,Col4a4,Itga9,Col4a4::Itga9
349,iCAF_expanding,AT2_expanding,0.021222040225349688,Fgf10,Fgfr2,Fgf10::Fgfr2
350,Ciliated cell_non_expanding,Mac_non_expanding,0.02115835156405053,Aldh1a1,Rara,Aldh1a1::Rara
351,Mac_expanding,Mac_non_expanding,0.021148631977812533,Col4a3,Itga9,Col4a3::Itga9
352,Mac_non_expanding,Alveolar Macrophage_non_expanding,0.021143555649572085,Ptprc,Mrc1,Ptprc::Mrc1
353,cancer_expanding,cancer_expanding,0.02107321696859333,Bmp7,Bmpr1a,Bmp7::Bmpr1a
354,iCAF_expanding,cancer_non_expanding,0.021030032781138096,Fgf10,Fgfr2,Fgf10::Fgfr2
355,AT2_expanding,cancer_non_expanding,0.021003620900192664,Col4a1,Itga9,Col4a1::Itga9
356,cancer_non_expanding,cancer_expanding,0.020961890923349696,Lamc2,Itgb1,Lamc2::Itgb1
357,cancer_expanding,myCAF_expanding,0.02085556565189601,Slit2,Robo1,Slit2::Robo1
358,cancer_expanding,Mac_expanding,0.02072711417607195,Bmp7,Bmpr2,Bmp7::Bmpr2
359,AT2_expanding,myCAF_non_expanding,0.020708519847160597,Col6a1,Itga1,Col6a1::Itga1
360,Endothelial_expanding,cancer_expanding,0.02068274958723735,Lama1,Itgav,Lama1::Itgav
361,cancer_expanding,cancer_expanding,0.020682158831684044,Angptl4,Itga5,Angptl4::Itga5
362,AT2_non_expanding,cancer_non_expanding,0.020671701219880247,Col4a3,Itgav,Col4a3::Itgav
363,Endothelial_expanding,cancer_non_expanding,0.02059395252803973,Vwf,Itgav,Vwf::Itgav
364,Mesothelial_expanding,Mesothelial_non_expanding,0.02057654057597421,Thbs2,Cd47,Thbs2::Cd47
365,Mesothelial_non_expanding,cancer_expanding,0.02053212052195702,Col1a2,Itga3,Col1a2::Itga3
366,Alveolar Macrophage_expanding,Alveolar Macrophage_expanding,0.020442340971951124,Ptprc,Mrc1,Ptprc::Mrc1
367,AT2_non_expanding,cancer_non_expanding,0.020354814668754412,Col6a2,Itga9,Col6a2::Itga9
368,cancer_non_expanding,cancer_expanding,0.020131065940349555,Col4a2,Sdc1,Col4a2::Sdc1
369,cancer_non_expanding,AT2_non_expanding,0.020060950017575286,Slc1a1,Grm3,Slc1a1::Grm3
370,myCAF_non_expanding,cancer_expanding,0.020026877563065423,Lama4,Itga6,Lama4::Itga6
371,MonoMac_non_expanding,Mesothelial_expanding,0.01986046454065253,Ubash3b,Esr1,Ubash3b::Esr1
372,AT2_non_expanding,myCAF_expanding,0.01985260205337545,Col6a2,Itga1,Col6a2::Itga1
373,Endothelial_expanding,cancer_expanding,0.01975499752113859,Lama1,Itga2,Lama1::Itga2
374,Mesothelial_expanding,cancer_non_expanding,0.01962174402235143,Col1a2,Itga9,Col1a2::Itga9
375,Endothelial_non_expanding,AT2_non_expanding,0.01957433434739092,Lama1,Itga9,Lama1::Itga9
376,MonoMac_non_expanding,Mac_non_expanding,0.019513794138871342,Tg,Thrb,Tg::Thrb
377,cancer_expanding,AT2_non_expanding,0.019455816297220676,Col4a4,Itga9,Col4a4::Itga9
378,Mac_non_expanding,myCAF_non_expanding,0.019453941908245655,Dlk1,Notch3,Dlk1::Notch3
379,AT2_expanding,cancer_expanding,0.01936748398566851,Col4a3,Sdc4,Col4a3::Sdc4
380,cancer_non_expanding,cancer_non_expanding,0.019309010415517126,Col4a1,Itga9,Col4a1::Itga9
381,Mesothelial_non_expanding,cancer_expanding,0.01909873172481896,Col1a1,Itgav,Col1a1::Itgav
382,AT2_non_expanding,myCAF_non_expanding,0.01906761534589643,Dlk1,Notch3,Dlk1::Notch3
383,iCAF_expanding,myCAF_expanding,0.01905691612770878,Lama2,Itga1,Lama2::Itga1
384,iCAF_non_expanding,myCAF_expanding,0.019000648792212662,Col1a1,Itga1,Col1a1::Itga1
385,AT2_non_expanding,cancer_expanding,0.01891715959465905,Col6a2,Itgb1,Col6a2::Itgb1
386,Endothelial_expanding,AT2_non_expanding,0.018851287139767817,Vwf,Itgav,Vwf::Itgav
387,cancer_expanding,cancer_expanding,0.0188398802739131,Lamb1,Cd44,Lamb1::Cd44
388,myCAF_non_expanding,cancer_expanding,0.018743309650968917,Lama2,Itgb1,Lama2::Itgb1
389,Mesothelial_non_expanding,cancer_non_expanding,0.018736126170922626,Col1a1,Sdc4,Col1a1::Sdc4
390,AT2_non_expanding,cancer_expanding,0.018719972804775616,Col4a3,Sdc4,Col4a3::Sdc4
391,cancer_non_expanding,cancer_non_expanding,0.01871778630711722,App,Cd74,App::Cd74
392,Mac_expanding,Mac_expanding,0.018658709889159224,Ptprc,Mrc1,Ptprc::Mrc1
393,cancer_non_expanding,cancer_non_expanding,0.01865813919338795,Col4a5,Itga9,Col4a5::Itga9
394,iCAF_non_expanding,cancer_expanding,0.018640617683421824,Col1a1,Cd44,Col1a1::Cd44
395,AT2_non_expanding,cancer_expanding,0.018542663938989106,Npnt,Itgb1,Npnt::Itgb1
396,cancer_non_expanding,AT2_non_expanding,0.018534413964107897,Lamc1,Itga9,Lamc1::Itga9
397,Endothelial_expanding,AT2_expanding,0.01851721511794878,Entpd1,Adora2b,Entpd1::Adora2b
398,cancer_non_expanding,AT2_expanding,0.01850805965909436,Col4a2,Itga9,Col4a2::Itga9
399,cancer_non_expanding,iCAF_expanding,0.018470951380810514,Slc1a3,Gria3,Slc1a3::Gria3
400,myCAF_non_expanding,cancer_non_expanding,0.018442831455488452,Col6a3,Itga2,Col6a3::Itga2
401,AT2_expanding,cancer_expanding,0.018419274049296715,Col6a1,Sdc1,Col6a1::Sdc1
402,AT2_expanding,Mac_non_expanding,0.018399263315846102,Col6a1,Itgav,Col6a1::Itgav
403,myCAF_non_expanding,myCAF_non_expanding,0.01833709267398641,Lama4,Itga1,Lama4::Itga1
404,cancer_non_expanding,AT2_expanding,0.018198393080466203,Col4a1,Itga9,Col4a1::Itga9
405,AT2_non_expanding,cancer_expanding,0.018125950004122957,Col6a1,Sdc1,Col6a1::Sdc1
406,AT2_non_expanding,cancer_expanding,0.018109903038600637,Col4a3,Itgav,Col4a3::Itgav
407,cancer_non_expanding,cancer_expanding,0.018086792108158996,Lamc2,Cd44,Lamc2::Cd44
408,Mesothelial_expanding,cancer_expanding,0.018081112329856784,Col1a2,Itgav,Col1a2::Itgav
409,cancer_expanding,AT2_expanding,0.018000434278510495,Col4a4,Itga9,Col4a4::Itga9
410,AT2_expanding,cancer_non_expanding,0.017990230539696003,Col4a3,Itgav,Col4a3::Itgav
411,myCAF_expanding,cancer_expanding,0.017982819035624417,Col6a3,Itga3,Col6a3::Itga3
412,MonoMac_non_expanding,Alveolar Macrophage_non_expanding,0.017976415118973302,Ptprc,Mrc1,Ptprc::Mrc1
413,Mesothelial_expanding,Mac_expanding,0.0179499949108597,Col1a2,Itga9,Col1a2::Itga9
414,cancer_expanding,iCAF_expanding,0.017900899677151794,Spp1,Itgb5,Spp1::Itgb5
415,Mesothelial_non_expanding,cancer_expanding,0.01788641172904655,Col1a1,Itga3,Col1a1::Itga3
416,cancer_expanding,cancer_expanding,0.017884520191552733,Angptl2,Itgb1,Angptl2::Itgb1
417,myCAF_non_expanding,Mac_non_expanding,0.017768927059060198,Col6a3,Itga9,Col6a3::Itga9
418,Mesothelial_expanding,cancer_expanding,0.017719546791167586,Col1a1,Itga2,Col1a1::Itga2
419,AT2_expanding,cancer_expanding,0.01755299090430219,Col6a2,Itgav,Col6a2::Itgav
420,iCAF_non_expanding,Mesothelial_non_expanding,0.017511939032808045,Col1a1,Itgb8,Col1a1::Itgb8
421,Mac_expanding,AT2_expanding,0.017505884681914597,Col4a4,Itga9,Col4a4::Itga9
422,AT2_non_expanding,cancer_non_expanding,0.0173992831500113,Sema3c,Plxna4,Sema3c::Plxna4
423,MonoMac_non_expanding,cancer_non_expanding,0.017363576162139308,Tg,Thrb,Tg::Thrb
424,cancer_expanding,cancer_non_expanding,0.017312486691315812,Fn1,Itgb6,Fn1::Itgb6
425,AT2_expanding,cancer_expanding,0.017289084656122868,Col4a4,Itgb1,Col4a4::Itgb1
426,myCAF_expanding,cancer_non_expanding,0.01721416951873657,Lama4,Itga2,Lama4::Itga2
427,Endothelial_non_expanding,cancer_expanding,0.01720676689204788,Vwf,Itgav,Vwf::Itgav
428,Mesothelial_non_expanding,cancer_expanding,0.017200864334426205,Col1a2,Sdc4,Col1a2::Sdc4
429,Mesothelial_expanding,cancer_non_expanding,0.01712063953820463,Tenm3,Adgrl2,Tenm3::Adgrl2
430,AT2_expanding,Endothelial_expanding,0.017070405393969975,Vegfa,Flt1,Vegfa::Flt1
431,AT2_non_expanding,cancer_expanding,0.017027055353688057,Col6a1,Itgb1,Col6a1::Itgb1
432,cancer_expanding,cancer_expanding,0.017001150554755266,Lamb1,Itgb1,Lamb1::Itgb1
433,Mesothelial_expanding,cancer_expanding,0.016996865819730367,Col1a2,Itga3,Col1a2::Itga3
434,cancer_expanding,iCAF_expanding,0.016978345955736076,Efna5,Epha3,Efna5::Epha3
435,AT2_expanding,cancer_expanding,0.01696937040726737,Col4a4,Cd44,Col4a4::Cd44
436,AT2_non_expanding,cancer_expanding,0.016946961117904273,Col4a4,Sdc1,Col4a4::Sdc1
437,Mesothelial_non_expanding,Mac_expanding,0.016871855813094576,Col1a1,Itgav,Col1a1::Itgav
438,cancer_non_expanding,cancer_expanding,0.016847362404839028,Cdh1,Itgb1,Cdh1::Itgb1
439,cancer_expanding,myCAF_expanding,0.016834306815021374,Slit2,Robo2,Slit2::Robo2
440,cancer_non_expanding,cancer_non_expanding,0.01681311236575367,Lamb3,Itga2,Lamb3::Itga2
441,Mesothelial_expanding,cancer_expanding,0.016812315385925498,Thbs2,Itgb3,Thbs2::Itgb3
442,cancer_expanding,cancer_expanding,0.016811296545517163,Fn1,Itgb3,Fn1::Itgb3
443,myCAF_non_expanding,Mac_expanding,0.016752805755835393,Col6a3,Itgav,Col6a3::Itgav
444,AT2_non_expanding,cancer_expanding,0.01674876363921253,Col6a2,Sdc1,Col6a2::Sdc1
445,AT2_expanding,cancer_non_expanding,0.01667680970934697,Col6a2,Itgav,Col6a2::Itgav
446,Mesothelial_non_expanding,cancer_expanding,0.01666289930538346,Col1a2,Itga2,Col1a2::Itga2
447,Mac_non_expanding,Mesothelial_non_expanding,0.01665437197678818,Ptges,Ptger3,Ptges::Ptger3
448,AT2_expanding,AT2_non_expanding,0.01664505890202501,Col6a2,Sdc4,Col6a2::Sdc4
449,cancer_non_expanding,Mac_expanding,0.01663495042507607,Gas6,Mertk,Gas6::Mertk
450,AT2_expanding,cancer_expanding,0.016468503055590077,Col6a2,Itga3,Col6a2::Itga3
451,cancer_expanding,AT2_expanding,0.01644551426921807,Col6a1,Itga9,Col6a1::Itga9
452,AT2_non_expanding,cancer_expanding,0.016443040976427906,Col4a2,Sdc1,Col4a2::Sdc1
453,AT2_expanding,myCAF_expanding,0.016433304058904117,Col6a1,Itga1,Col6a1::Itga1
454,MonoMac_non_expanding,Mac_non_expanding,0.016392114873165387,Cd86,Cd28,Cd86::Cd28
455,cancer_non_expanding,Mac_non_expanding,0.01632595574638706,Lamb3,Itga9,Lamb3::Itga9
456,cancer_non_expanding,cancer_non_expanding,0.016317852024599077,Lama3,Itga9,Lama3::Itga9
457,AT2_non_expanding,cancer_non_expanding,0.016283457814249648,Col4a3,Adgrg6,Col4a3::Adgrg6
458,cancer_expanding,cancer_expanding,0.016247889258581776,Tenm4,Adgrl3,Tenm4::Adgrl3
459,cancer_non_expanding,myCAF_non_expanding,0.016232636426606058,Lamb3,Itga1,Lamb3::Itga1
460,Mesothelial_non_expanding,iCAF_non_expanding,0.01621585806604126,Col1a2,Itgb8,Col1a2::Itgb8
461,Mesothelial_expanding,Mesothelial_non_expanding,0.016195882260824787,Mmp2,Mmp14,Mmp2::Mmp14
462,AT2_non_expanding,cancer_expanding,0.016130670152208794,Col6a2,Cd44,Col6a2::Cd44
463,Endothelial_non_expanding,Mac_non_expanding,0.016077977942118484,Vwf,Itgav,Vwf::Itgav
464,AT2_expanding,AT2_non_expanding,0.016058564703194084,Col4a3,Sdc4,Col4a3::Sdc4
465,myCAF_expanding,cancer_expanding,0.016040139124001006,Lama4,Itga6,Lama4::Itga6
466,Ciliated cell_non_expanding,Mac_non_expanding,0.01602977186539627,Il5,Csf2rb,Il5::Csf2rb
467,Mac_expanding,AT2_non_expanding,0.01601675029572008,Icam1,Itgb2l,Icam1::Itgb2l
468,AT2_expanding,cancer_non_expanding,0.015996777178633865,Sema3c,Plxna2,Sema3c::Plxna2
469,AT2_expanding,cancer_expanding,0.015896722314630043,Col6a2,Sdc4,Col6a2::Sdc4
470,Mesothelial_non_expanding,Mac_expanding,0.015888774743844928,Col1a2,Cd44,Col1a2::Cd44
471,AT2_non_expanding,cancer_expanding,0.015875225339716907,Col6a1,Cd44,Col6a1::Cd44
472,AT2_non_expanding,AT2_non_expanding,0.015866739521473272,Sema3c,Plxna2,Sema3c::Plxna2
473,cancer_non_expanding,cancer_expanding,0.015857617634493327,Col4a2,Itgb1,Col4a2::Itgb1
474,AT2_non_expanding,cancer_non_expanding,0.015844035161067072,Col4a2,Itga2,Col4a2::Itga2
475,iCAF_expanding,cancer_non_expanding,0.015790829621648562,Lama2,Dag1,Lama2::Dag1
476,Mesothelial_non_expanding,MonoMac_non_expanding,0.015720914559981328,C3,C3ar1,C3::C3ar1
477,AT2_non_expanding,cancer_non_expanding,0.01570771808555009,Col4a3,Sdc4,Col4a3::Sdc4
478,AT2_expanding,cancer_expanding,0.01560709228884441,Col4a3,Itgav,Col4a3::Itgav
479,cancer_non_expanding,myCAF_non_expanding,0.015493886706983886,Col4a1,Itga1,Col4a1::Itga1
480,myCAF_non_expanding,cancer_expanding,0.015475688094708253,Col6a3,Itga3,Col6a3::Itga3
481,Mesothelial_expanding,cancer_expanding,0.015438613329043789,Col1a2,Sdc1,Col1a2::Sdc1
482,migDC_non_expanding,cancer_non_expanding,0.015432042210389778,Dhcr7,Rora,Dhcr7::Rora
483,myCAF_non_expanding,Mac_expanding,0.015392698441323963,Lama4,Itga9,Lama4::Itga9
484,AT2_expanding,AT2_expanding,0.015375260141159166,Sema3c,Plxna2,Sema3c::Plxna2
485,myCAF_expanding,cancer_non_expanding,0.015349529322882596,Col6a3,Itga9,Col6a3::Itga9
486,cancer_expanding,iCAF_expanding,0.015334392558323522,Spp1,Itga8,Spp1::Itga8
487,Mac_non_expanding,AT2_non_expanding,0.015296666187198455,Gls,Grm3,Gls::Grm3
488,AT2_expanding,myCAF_expanding,0.015277665079603533,Npnt,Itga8,Npnt::Itga8
489,cancer_non_expanding,cancer_non_expanding,0.015270247867372938,Bmp4,Bmpr1a,Bmp4::Bmpr1a
490,Pecam1+ Mac_non_expanding,AT2_non_expanding,0.015233636610233638,Sema6a,Plxna4,Sema6a::Plxna4
491,Alveolar Macrophage_expanding,Mac_expanding,0.015203962758482542,Ptprc,Mrc1,Ptprc::Mrc1
492,cancer_expanding,iCAF_non_expanding,0.015174867233684679,Gls,Gria3,Gls::Gria3
493,Mesothelial_non_expanding,cancer_expanding,0.015142837003802352,Col1a1,Sdc4,Col1a1::Sdc4
494,Alveolar Macrophage_non_expanding,Mac_non_expanding,0.015133477424659928,Ptprc,Mrc1,Ptprc::Mrc1
495,Mac_expanding,Mac_expanding,0.015054363505486085,Tg,Thrb,Tg::Thrb
496,myCAF_non_expanding,cancer_expanding,0.015037912956026337,Lama2,Cd44,Lama2::Cd44
497,cancer_non_expanding,cancer_expanding,0.014967520914535352,Lamc2,Itga6,Lamc2::Itga6
498,cancer_non_expanding,cancer_non_expanding,0.014965097388654562,App,Tnfrsf21,App::Tnfrsf21
499,AT2_expanding,cancer_non_expanding,0.014958220004870407,Sema3c,Plxna4,Sema3c::Plxna4
500,AT2_expanding,cancer_expanding,0.014958128382369984,Col4a4,Sdc1,Col4a4::Sdc1
501,Mac_non_expanding,Pericyte_expanding,0.014925342035274179,Col4a2,Gp6,Col4a2::Gp6
502,iCAF_non_expanding,cancer_non_expanding,0.014822690348739247,Col1a1,Itga9,Col1a1::Itga9
503,cancer_non_expanding,myCAF_non_expanding,0.014819238805972995,Angptl1,Itga1,Angptl1::Itga1
504,AT2_expanding,Mac_non_expanding,0.014783115028733656,Col4a4,Itga9,Col4a4::Itga9
505,cancer_expanding,AT2_non_expanding,0.014754897947387888,Col6a2,Itga9,Col6a2::Itga9
506,cancer_expanding,AT2_expanding,0.01474961712338914,Col6a2,Itga9,Col6a2::Itga9
507,cancer_expanding,AT2_non_expanding,0.01472523125052376,Lamc1,Itga9,Lamc1::Itga9
508,Mac_expanding,cancer_expanding,0.01467436805404384,Nampt,Itga5,Nampt::Itga5
509,iCAF_expanding,iCAF_expanding,0.014656357170726523,Lama2,Itgb8,Lama2::Itgb8
510,MonoMac_expanding,cancer_non_expanding,0.014584408877084976,Cd86,Cd28,Cd86::Cd28
511,AT2_expanding,AT2_non_expanding,0.014549601010978479,Col4a2,Itga9,Col4a2::Itga9
512,cancer_non_expanding,cancer_expanding,0.014514821330493938,Col4a2,Cd44,Col4a2::Cd44
513,AT2_expanding,cancer_expanding,0.014511295714679786,Col6a2,Itga11,Col6a2::Itga11
